,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,30
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,6
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,19
Shkodran Mustafi,0
Alexandre Lacazette,17
Ainsley Maitland-Niles,24
David Luiz,23
Kieran Tierney,23
Dani Ceballos,18
Henrikh Mkhitaryan,0
Mattéo Guendouzi,0
Joe Willock,6
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,11
Pierre-Emerick Aubameyang,19
Héctor Bellerín,0
Eddie Nketiah,13
Sead Kolasinac,11
Bernd Leno,0
Calum Chambers,0
Lucas Torreira,2
Rob Holding,40
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
