,initial_possession
Neal Maupay,13
Ezequiel Schelotto,0
Mathew Ryan,16
David Button,0
Alexis Mac Allister,0
Adam Webster,35
Solly March,0
Lewis Dunk,26
Alex Cochrane,0
Aaron Mooy,33
Jürgen Locadia,0
Aaron Connolly,18
Martín Montoya,30
Bernardo,0
Steven Alzate,22
Davy Pröpper,0
Leandro Trossard,0
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,18
Dan Burn,32
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,28
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,2
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
