,Adrián,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Rhian Brewster,Alisson Becker,Caoimhín Kelleher,Ki-Jana Hoever,Fabinho,Andy Lonergan,Takumi Minamino,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Xherdan Shaqiri,Neco Williams,Roberto Firmino,Harvey Elliott,Sadio Mané,Divock Origi,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio Wijnaldum,0,0,0,0,0,0,2,0,0,1,0,0,5,4,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,0,0,5
Mohamed Salah,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,3,1,0,3,3,2,0,0,4,5
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,0,0,0,0,0,0,0,0,7,0,0,5,6,0,0,4,0,0,0,0,0,0,1,0,1,3,0,0,0,0,5
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,2,1,0,0,0,4,0,0,0,0,0,3,10,0,0,16,0,1,0,0,0,0,5,0,11,12,2,0,0,0,9
Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,0,3,0,0,0,0,2,0,0,2,0,0,0,3,0,0,16,0,0,2,0,4,0,6,0,3,1,2,0,0,0,12
Joe Gomez,0,6,1,0,0,0,3,0,0,5,0,0,2,0,0,0,17,0,0,0,0,0,0,0,0,10,5,0,0,0,0,8
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,0,3,2,0,0,0,5,0,0,12,0,1,7,16,0,0,0,0,0,0,0,2,0,2,0,5,3,1,0,0,0,10
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,4,0,2,0,0,0,7
Roberto Firmino,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,1,1,2,0,0,2,2
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,0,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,2,7
Divock Origi,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
Naby Keïta,0,0,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,4,3,0,0,6,0,3,0,0,0,3
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,2,6,0,0,0,0,0,0,13,0,0,5,4,0,0,0,0,2,6,0,4,1,6,0,0,13,4,0,0,0,6
Trent Alexander-Arnold,0,0,6,0,0,0,4,0,0,7,0,0,3,7,0,0,1,0,0,3,0,3,0,1,0,7,1,4,0,0,1,13
Alex Oxlade-Chamberlain,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0,1,1,1,0,2,4,0,0,1,1,3
James Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
