,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,15
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,28
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,13
David Luiz,18
Kieran Tierney,0
Dani Ceballos,21
Henrikh Mkhitaryan,0
Mattéo Guendouzi,27
Joe Willock,9
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,9
Pablo Marí,0
Nicolas Pépé,12
Pierre-Emerick Aubameyang,13
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,25
Bernd Leno,17
Calum Chambers,18
Lucas Torreira,6
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
