,Neal Maupay,Ezequiel Schelotto,Mathew Ryan,David Button,Alexis Mac Allister,Adam Webster,Solly March,Lewis Dunk,Alex Cochrane,Aaron Mooy,Jürgen Locadia,Aaron Connolly,Martín Montoya,Bernardo,Steven Alzate,Davy Pröpper,Leandro Trossard,Tudor Baluta,Leon Balogun,Gaëtan Bong,Pascal Groß,Dan Burn,Alireza Jahanbakhsh,Shane Duffy,Florin Andone,Dale Stephens,Glenn Murray,Tariq Lamptey,Yves Bissouma,Successful,Unsuccessful,Unsuccessful Pass
Neal Maupay,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Ezequiel Schelotto,0,0,3,0,0,4,0,0,0,1,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,6
Mathew Ryan,0,2,0,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,6
David Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis Mac Allister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Webster,0,1,6,0,0,0,0,0,0,3,0,3,0,1,10,0,0,0,0,0,9,1,0,7,0,9,0,0,1,1,0,4
Solly March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Dunk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Cochrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Mooy,0,1,0,0,0,2,0,0,0,0,0,2,0,8,0,0,2,0,0,0,2,2,0,2,0,5,0,0,0,0,2,13
Jürgen Locadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Connolly,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,3
Martín Montoya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernardo,0,0,1,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,1,4,0,1,0,3,0,0,0,0,1,13
Steven Alzate,1,4,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,1,0,2,0,3,0,0,2,0,2,8
Davy Pröpper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Trossard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2
Tudor Baluta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaëtan Bong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,1,8,0,0,0,5,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,3,14
Dan Burn,1,0,3,0,0,0,0,0,0,6,0,0,0,7,0,0,2,0,0,0,1,0,0,5,0,3,0,0,0,0,0,14
Alireza Jahanbakhsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,0,5,4,0,0,9,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,7
Florin Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,0,1,4,0,0,7,0,0,0,3,0,3,0,2,4,0,0,0,0,0,4,8,0,1,0,0,0,0,2,0,1,8
Glenn Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tariq Lamptey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
