,initial_possession
Mesut Özil,15
Emile Smith Rowe,0
Granit Xhaka,25
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,23
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,16
Ainsley Maitland-Niles,0
David Luiz,25
Kieran Tierney,9
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,0
Joe Willock,11
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,5
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,12
Pierre-Emerick Aubameyang,11
Héctor Bellerín,38
Eddie Nketiah,0
Sead Kolasinac,20
Bernd Leno,24
Calum Chambers,0
Lucas Torreira,27
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
