,initial_possession
Adrián,0
Georginio Wijnaldum,0
Mohamed Salah,8
Adam Lallana,0
Dejan Lovren,17
Rhian Brewster,0
Alisson Becker,6
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,0
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,24
Joe Gomez,38
Curtis Jones,3
Joël Matip,0
Virgil van Dijk,26
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,10
Harvey Elliott,0
Sadio Mané,0
Divock Origi,0
Naby Keïta,22
Nathaniel Phillips,0
Jordan Henderson,23
Trent Alexander-Arnold,18
Alex Oxlade-Chamberlain,9
James Milner,23
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
