,initial_possession
Adrián,0
Georginio Wijnaldum,11
Mohamed Salah,14
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,11
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,10
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,30
Joe Gomez,19
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,13
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,20
Harvey Elliott,0
Sadio Mané,4
Divock Origi,0
Naby Keïta,36
Nathaniel Phillips,0
Jordan Henderson,20
Trent Alexander-Arnold,46
Alex Oxlade-Chamberlain,10
James Milner,1
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
