,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,9
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,10
Shkodran Mustafi,0
Alexandre Lacazette,13
Ainsley Maitland-Niles,0
David Luiz,15
Kieran Tierney,8
Dani Ceballos,28
Henrikh Mkhitaryan,0
Mattéo Guendouzi,0
Joe Willock,5
Cédric Soares,28
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,26
Pablo Marí,0
Nicolas Pépé,5
Pierre-Emerick Aubameyang,12
Héctor Bellerín,0
Eddie Nketiah,10
Sead Kolasinac,40
Bernd Leno,0
Calum Chambers,0
Lucas Torreira,12
Rob Holding,26
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
