,initial_possession
Adrián,0
Georginio Wijnaldum,15
Mohamed Salah,0
Adam Lallana,0
Dejan Lovren,34
Rhian Brewster,0
Alisson Becker,19
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,22
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,34
Joe Gomez,7
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,26
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,8
Harvey Elliott,0
Sadio Mané,14
Divock Origi,3
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,22
Trent Alexander-Arnold,37
Alex Oxlade-Chamberlain,18
James Milner,2
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
