,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,0
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,6
Sokratis Papastathopoulos,30
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,7
Ainsley Maitland-Niles,40
David Luiz,27
Kieran Tierney,0
Dani Ceballos,28
Henrikh Mkhitaryan,0
Mattéo Guendouzi,28
Joe Willock,23
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,11
Pierre-Emerick Aubameyang,8
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,4
Bernd Leno,25
Calum Chambers,0
Lucas Torreira,8
Rob Holding,0
Matt Smith,0
Nacho Monreal,28
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
