,initial_possession
Neal Maupay,9
Ezequiel Schelotto,0
Mathew Ryan,15
David Button,0
Alexis Mac Allister,20
Adam Webster,4
Solly March,10
Lewis Dunk,19
Alex Cochrane,0
Aaron Mooy,30
Jürgen Locadia,0
Aaron Connolly,18
Martín Montoya,0
Bernardo,0
Steven Alzate,0
Davy Pröpper,11
Leandro Trossard,11
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,0
Dan Burn,34
Alireza Jahanbakhsh,0
Shane Duffy,21
Florin Andone,0
Dale Stephens,22
Glenn Murray,3
Tariq Lamptey,37
Yves Bissouma,21
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
