,initial_possession
Adrián,0
Georginio Wijnaldum,17
Mohamed Salah,13
Adam Lallana,8
Dejan Lovren,45
Rhian Brewster,0
Alisson Becker,15
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,27
Andy Lonergan,0
Takumi Minamino,1
Andy Robertson,32
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,26
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,14
Harvey Elliott,0
Sadio Mané,14
Divock Origi,5
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,34
Alex Oxlade-Chamberlain,15
James Milner,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
