,initial_possession
Neal Maupay,18
Ezequiel Schelotto,0
Mathew Ryan,11
David Button,0
Alexis Mac Allister,0
Adam Webster,0
Solly March,16
Lewis Dunk,31
Alex Cochrane,0
Aaron Mooy,0
Jürgen Locadia,7
Aaron Connolly,0
Martín Montoya,35
Bernardo,0
Steven Alzate,0
Davy Pröpper,19
Leandro Trossard,17
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,5
Dan Burn,47
Alireza Jahanbakhsh,0
Shane Duffy,36
Florin Andone,9
Dale Stephens,21
Glenn Murray,3
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
