,initial_possession
Adrián,10
Georginio Wijnaldum,20
Mohamed Salah,6
Adam Lallana,6
Dejan Lovren,26
Rhian Brewster,0
Alisson Becker,16
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,0
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,29
Joe Gomez,0
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,33
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,11
Harvey Elliott,0
Sadio Mané,17
Divock Origi,2
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,16
Trent Alexander-Arnold,23
Alex Oxlade-Chamberlain,28
James Milner,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
