,initial_possession
Adrián,0
Georginio Wijnaldum,12
Mohamed Salah,9
Adam Lallana,0
Dejan Lovren,44
Rhian Brewster,0
Alisson Becker,14
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,40
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,31
Joe Gomez,6
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,23
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,20
Harvey Elliott,0
Sadio Mané,19
Divock Origi,1
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,29
Trent Alexander-Arnold,35
Alex Oxlade-Chamberlain,0
James Milner,2
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
