,initial_possession
Adrián,0
Georginio Wijnaldum,19
Mohamed Salah,21
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,15
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,33
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,39
Joe Gomez,37
Curtis Jones,0
Joël Matip,2
Virgil van Dijk,43
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,15
Harvey Elliott,0
Sadio Mané,24
Divock Origi,0
Naby Keïta,21
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,36
Alex Oxlade-Chamberlain,8
James Milner,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
