,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,30
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,12
Sokratis Papastathopoulos,23
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,42
David Luiz,0
Kieran Tierney,0
Dani Ceballos,5
Henrikh Mkhitaryan,22
Mattéo Guendouzi,27
Joe Willock,13
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,3
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,6
Pierre-Emerick Aubameyang,13
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,0
Bernd Leno,22
Calum Chambers,22
Lucas Torreira,0
Rob Holding,0
Matt Smith,0
Nacho Monreal,31
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
