,initial_possession
Neal Maupay,13
Ezequiel Schelotto,0
Mathew Ryan,27
David Button,0
Alexis Mac Allister,21
Adam Webster,41
Solly March,18
Lewis Dunk,32
Alex Cochrane,0
Aaron Mooy,6
Jürgen Locadia,0
Aaron Connolly,20
Martín Montoya,0
Bernardo,6
Steven Alzate,0
Davy Pröpper,7
Leandro Trossard,0
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,0
Dan Burn,44
Alireza Jahanbakhsh,1
Shane Duffy,0
Florin Andone,0
Dale Stephens,12
Glenn Murray,0
Tariq Lamptey,30
Yves Bissouma,14
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
