,Adrián,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Rhian Brewster,Alisson Becker,Caoimhín Kelleher,Ki-Jana Hoever,Fabinho,Andy Lonergan,Takumi Minamino,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Xherdan Shaqiri,Neco Williams,Roberto Firmino,Harvey Elliott,Sadio Mané,Divock Origi,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio Wijnaldum,0,1,2,0,0,0,0,0,0,3,0,0,17,1,1,0,3,0,6,0,0,3,0,1,0,0,0,0,0,0,1,5
Mohamed Salah,0,2,0,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0,3,3,0,3,0,1,0,0,1,0,0,0,6,7
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,1,0,0,0,0,0,0,0,3,0,0,4,9,1,0,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,6,3,0,0,0,1,0,0,0,0,0,4,12,13,0,8,0,7,1,0,0,0,1,0,0,2,1,0,0,1,6
Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,0,9,1,0,0,0,1,0,0,3,0,0,0,2,13,0,13,0,1,7,0,15,0,2,0,0,0,1,0,1,0,30
Joe Gomez,0,3,3,0,0,0,9,0,0,7,0,0,3,0,8,0,19,0,9,3,0,0,0,4,0,0,4,2,0,0,0,12
Curtis Jones,0,3,2,0,0,0,1,0,0,11,0,0,11,8,0,0,5,0,8,6,0,9,0,0,0,0,0,0,0,0,3,8
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,0,2,0,0,0,0,2,0,0,12,0,0,19,18,8,0,0,0,1,0,0,4,0,5,0,0,1,0,0,0,0,17
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,0,7,9,0,0,0,0,0,0,5,0,0,2,11,12,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,3,11
Roberto Firmino,0,8,1,0,0,0,0,0,0,3,0,0,6,0,4,0,0,0,1,0,0,8,0,4,0,0,1,0,0,0,3,6
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,0,3,3,0,0,0,0,0,0,3,0,0,8,0,5,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,4,9
Divock Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naby Keïta,0,1,1,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,7,0,2,0,0,0,0,3,1,0,0,0,1
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,0,0,4,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,2,0,1,0,3,0,0,0,2,0,0,1,8
Alex Oxlade-Chamberlain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
James Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
