,Neal Maupay,Ezequiel Schelotto,Mathew Ryan,David Button,Alexis Mac Allister,Adam Webster,Solly March,Lewis Dunk,Alex Cochrane,Aaron Mooy,Jürgen Locadia,Aaron Connolly,Martín Montoya,Bernardo,Steven Alzate,Davy Pröpper,Leandro Trossard,Tudor Baluta,Leon Balogun,Gaëtan Bong,Pascal Groß,Dan Burn,Alireza Jahanbakhsh,Shane Duffy,Florin Andone,Dale Stephens,Glenn Murray,Tariq Lamptey,Yves Bissouma,Successful,Unsuccessful,Unsuccessful Pass
Neal Maupay,0,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,12
Ezequiel Schelotto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mathew Ryan,1,0,0,0,0,4,0,12,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
David Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexis Mac Allister,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Webster,3,0,8,0,0,0,0,11,0,1,0,1,0,0,7,6,1,0,0,0,3,0,0,0,0,2,0,0,0,0,1,11
Solly March,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewis Dunk,2,0,9,0,0,10,0,0,0,0,0,1,2,14,0,4,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1,10
Alex Cochrane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Mooy,3,0,0,0,0,1,0,0,0,0,0,0,1,0,13,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,8
Jürgen Locadia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Connolly,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4
Martín Montoya,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,3
Bernardo,5,0,1,0,0,1,0,5,0,2,0,2,0,0,2,2,18,0,0,0,0,0,0,0,0,11,1,0,0,0,0,21
Steven Alzate,2,0,1,0,0,7,0,0,0,9,0,0,1,2,0,17,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9
Davy Pröpper,3,0,2,0,0,5,0,3,0,7,0,1,2,6,8,0,2,0,0,0,1,0,0,0,0,9,0,0,0,0,0,9
Leandro Trossard,5,0,0,0,0,1,0,1,0,3,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,12
Tudor Baluta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaëtan Bong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pascal Groß,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Dan Burn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alireza Jahanbakhsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane Duffy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florin Andone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale Stephens,3,0,0,0,0,2,0,15,0,5,0,2,1,12,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11
Glenn Murray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tariq Lamptey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
