,initial_possession
Neal Maupay,27
Ezequiel Schelotto,0
Mathew Ryan,16
David Button,0
Alexis Mac Allister,0
Adam Webster,36
Solly March,0
Lewis Dunk,24
Alex Cochrane,0
Aaron Mooy,15
Jürgen Locadia,0
Aaron Connolly,10
Martín Montoya,5
Bernardo,50
Steven Alzate,35
Davy Pröpper,27
Leandro Trossard,24
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,2
Dan Burn,0
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,27
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
