,initial_possession
Mesut Özil,4
Emile Smith Rowe,0
Granit Xhaka,23
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,28
Alexandre Lacazette,20
Ainsley Maitland-Niles,0
David Luiz,8
Kieran Tierney,0
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,12
Joe Willock,2
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,21
Bukayo Saka,48
Pablo Marí,0
Nicolas Pépé,15
Pierre-Emerick Aubameyang,0
Héctor Bellerín,34
Eddie Nketiah,0
Sead Kolasinac,0
Bernd Leno,20
Calum Chambers,0
Lucas Torreira,21
Rob Holding,5
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
