,initial_possession
Neal Maupay,1
Ezequiel Schelotto,0
Mathew Ryan,14
David Button,0
Alexis Mac Allister,0
Adam Webster,26
Solly March,0
Lewis Dunk,28
Alex Cochrane,0
Aaron Mooy,16
Jürgen Locadia,0
Aaron Connolly,6
Martín Montoya,33
Bernardo,0
Steven Alzate,6
Davy Pröpper,27
Leandro Trossard,5
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,23
Dan Burn,36
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,13
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,8
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
