,initial_possession
Neal Maupay,10
Ezequiel Schelotto,0
Mathew Ryan,19
David Button,0
Alexis Mac Allister,0
Adam Webster,21
Solly March,13
Lewis Dunk,26
Alex Cochrane,0
Aaron Mooy,0
Jürgen Locadia,0
Aaron Connolly,3
Martín Montoya,24
Bernardo,9
Steven Alzate,0
Davy Pröpper,14
Leandro Trossard,12
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,5
Dan Burn,26
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,14
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
