,initial_possession
Mesut Özil,9
Emile Smith Rowe,0
Granit Xhaka,33
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,39
Alexandre Lacazette,13
Ainsley Maitland-Niles,0
David Luiz,26
Kieran Tierney,0
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,22
Joe Willock,7
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,16
Bukayo Saka,10
Pablo Marí,0
Nicolas Pépé,0
Pierre-Emerick Aubameyang,9
Héctor Bellerín,36
Eddie Nketiah,0
Sead Kolasinac,0
Bernd Leno,27
Calum Chambers,0
Lucas Torreira,11
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
