,initial_possession
Mesut Özil,12
Emile Smith Rowe,0
Granit Xhaka,25
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,3
Sokratis Papastathopoulos,9
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,33
David Luiz,19
Kieran Tierney,0
Dani Ceballos,15
Henrikh Mkhitaryan,0
Mattéo Guendouzi,17
Joe Willock,8
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,11
Pierre-Emerick Aubameyang,11
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,17
Bernd Leno,26
Calum Chambers,0
Lucas Torreira,9
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
