,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,0
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,1
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,11
Shkodran Mustafi,26
Alexandre Lacazette,17
Ainsley Maitland-Niles,0
David Luiz,0
Kieran Tierney,9
Dani Ceballos,16
Henrikh Mkhitaryan,0
Mattéo Guendouzi,16
Joe Willock,0
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,16
Pablo Marí,0
Nicolas Pépé,13
Pierre-Emerick Aubameyang,13
Héctor Bellerín,37
Eddie Nketiah,4
Sead Kolasinac,31
Bernd Leno,6
Calum Chambers,0
Lucas Torreira,0
Rob Holding,17
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
