,initial_possession
Mesut Özil,9
Emile Smith Rowe,0
Granit Xhaka,23
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,18
Sokratis Papastathopoulos,14
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,6
Alexandre Lacazette,18
Ainsley Maitland-Niles,36
David Luiz,21
Kieran Tierney,0
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,0
Joe Willock,4
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,22
Pablo Marí,0
Nicolas Pépé,7
Pierre-Emerick Aubameyang,17
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,0
Bernd Leno,20
Calum Chambers,0
Lucas Torreira,34
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
