,initial_possession
Adrián,5
Georginio Wijnaldum,21
Mohamed Salah,13
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,0
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,30
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,38
Joe Gomez,0
Curtis Jones,0
Joël Matip,39
Virgil van Dijk,25
Xherdan Shaqiri,1
Neco Williams,0
Roberto Firmino,8
Harvey Elliott,0
Sadio Mané,18
Divock Origi,7
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,0
Trent Alexander-Arnold,20
Alex Oxlade-Chamberlain,12
James Milner,9
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
