,initial_possession
Neal Maupay,16
Ezequiel Schelotto,0
Mathew Ryan,22
David Button,0
Alexis Mac Allister,0
Adam Webster,0
Solly March,22
Lewis Dunk,33
Alex Cochrane,0
Aaron Mooy,0
Jürgen Locadia,0
Aaron Connolly,13
Martín Montoya,26
Bernardo,0
Steven Alzate,24
Davy Pröpper,29
Leandro Trossard,12
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,8
Dan Burn,25
Alireza Jahanbakhsh,0
Shane Duffy,23
Florin Andone,0
Dale Stephens,26
Glenn Murray,2
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
