,initial_possession
Neal Maupay,8
Ezequiel Schelotto,4
Mathew Ryan,23
David Button,0
Alexis Mac Allister,0
Adam Webster,24
Solly March,27
Lewis Dunk,0
Alex Cochrane,0
Aaron Mooy,15
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,35
Bernardo,0
Steven Alzate,0
Davy Pröpper,12
Leandro Trossard,9
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,0
Dan Burn,34
Alireza Jahanbakhsh,0
Shane Duffy,9
Florin Andone,0
Dale Stephens,16
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,3
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
