,Adrián,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Rhian Brewster,Alisson Becker,Caoimhín Kelleher,Ki-Jana Hoever,Fabinho,Andy Lonergan,Takumi Minamino,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Xherdan Shaqiri,Neco Williams,Roberto Firmino,Harvey Elliott,Sadio Mané,Divock Origi,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio Wijnaldum,0,0,0,0,4,0,0,0,0,3,0,0,11,0,0,0,6,0,0,1,0,2,0,0,0,0,3,0,0,0,0,3
Mohamed Salah,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,4,1,0,0,2,11
Adam Lallana,0,0,1,0,0,0,0,0,0,10,0,2,18,0,0,0,5,0,0,2,0,1,2,0,0,0,2,0,0,0,2,3
Dejan Lovren,0,3,2,5,0,0,10,0,0,11,0,0,3,0,0,0,30,0,0,0,0,2,0,0,0,0,24,4,0,0,0,22
Rhian Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,1,1,1,13,0,0,0,0,2,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,1,0,8,28,0,2,0,0,0,0,1,8,0,0,0,12,0,0,2,0,2,2,0,0,0,13,2,0,0,0,14
Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Andy Robertson,0,7,1,9,4,0,2,0,0,10,0,4,0,0,0,0,10,0,0,3,0,6,7,0,0,0,0,6,0,0,1,17
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virgil van Dijk,0,9,1,12,20,0,6,0,0,17,0,0,14,0,0,0,0,0,0,1,0,4,0,0,0,0,7,9,0,0,1,11
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,0,0,1,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,6
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,0,2,1,2,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,7
Divock Origi,0,0,0,2,0,0,0,0,0,1,0,1,4,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
Naby Keïta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,0,1,8,4,15,0,4,0,0,14,0,0,1,0,0,0,6,0,0,4,0,4,0,0,0,0,0,12,0,0,1,26
Alex Oxlade-Chamberlain,0,2,3,0,6,0,0,0,0,1,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,8,0,0,0,0,13
James Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
