,initial_possession
Neal Maupay,16
Ezequiel Schelotto,0
Mathew Ryan,17
David Button,0
Alexis Mac Allister,0
Adam Webster,18
Solly March,0
Lewis Dunk,26
Alex Cochrane,0
Aaron Mooy,31
Jürgen Locadia,0
Aaron Connolly,13
Martín Montoya,7
Bernardo,0
Steven Alzate,24
Davy Pröpper,16
Leandro Trossard,3
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,26
Dan Burn,40
Alireza Jahanbakhsh,0
Shane Duffy,3
Florin Andone,0
Dale Stephens,20
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
