,initial_possession
Neal Maupay,15
Ezequiel Schelotto,33
Mathew Ryan,24
David Button,0
Alexis Mac Allister,0
Adam Webster,37
Solly March,0
Lewis Dunk,37
Alex Cochrane,0
Aaron Mooy,28
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,0
Bernardo,2
Steven Alzate,0
Davy Pröpper,30
Leandro Trossard,3
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,0
Dan Burn,31
Alireza Jahanbakhsh,0
Shane Duffy,38
Florin Andone,0
Dale Stephens,0
Glenn Murray,12
Tariq Lamptey,0
Yves Bissouma,27
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
