,initial_possession
Neal Maupay,15
Ezequiel Schelotto,0
Mathew Ryan,12
David Button,0
Alexis Mac Allister,0
Adam Webster,0
Solly March,0
Lewis Dunk,23
Alex Cochrane,0
Aaron Mooy,23
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,34
Bernardo,0
Steven Alzate,3
Davy Pröpper,17
Leandro Trossard,18
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,0
Dan Burn,44
Alireza Jahanbakhsh,25
Shane Duffy,23
Florin Andone,0
Dale Stephens,6
Glenn Murray,3
Tariq Lamptey,0
Yves Bissouma,25
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
