,initial_possession
Adrián,0
Georginio Wijnaldum,29
Mohamed Salah,9
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,5
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,23
Andy Lonergan,0
Takumi Minamino,4
Andy Robertson,29
Joe Gomez,45
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,26
Xherdan Shaqiri,0
Neco Williams,13
Roberto Firmino,8
Harvey Elliott,3
Sadio Mané,12
Divock Origi,0
Naby Keïta,2
Nathaniel Phillips,0
Jordan Henderson,17
Trent Alexander-Arnold,21
Alex Oxlade-Chamberlain,9
James Milner,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
