,initial_possession
Adrián,0
Georginio Wijnaldum,24
Mohamed Salah,8
Adam Lallana,4
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,10
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,0
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,47
Joe Gomez,18
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,20
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,12
Harvey Elliott,0
Sadio Mané,16
Divock Origi,8
Naby Keïta,23
Nathaniel Phillips,0
Jordan Henderson,25
Trent Alexander-Arnold,34
Alex Oxlade-Chamberlain,0
James Milner,4
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
