,initial_possession
Neal Maupay,10
Ezequiel Schelotto,0
Mathew Ryan,28
David Button,0
Alexis Mac Allister,0
Adam Webster,33
Solly March,11
Lewis Dunk,15
Alex Cochrane,0
Aaron Mooy,6
Jürgen Locadia,0
Aaron Connolly,7
Martín Montoya,27
Bernardo,0
Steven Alzate,3
Davy Pröpper,25
Leandro Trossard,0
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,26
Dan Burn,35
Alireza Jahanbakhsh,0
Shane Duffy,5
Florin Andone,0
Dale Stephens,19
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
