,Mesut Özil,Emile Smith Rowe,Granit Xhaka,Tyreece John-Jules,Konstantinos Mavropanos,Reiss Nelson,Sokratis Papastathopoulos,Zech Medley,Emiliano Martínez,Shkodran Mustafi,Alexandre Lacazette,Ainsley Maitland-Niles,David Luiz,Kieran Tierney,Dani Ceballos,Henrikh Mkhitaryan,Mattéo Guendouzi,Joe Willock,Cédric Soares,Matt Macey,Gabriel Martinelli,Bukayo Saka,Pablo Marí,Nicolas Pépé,Pierre-Emerick Aubameyang,Héctor Bellerín,Eddie Nketiah,Sead Kolasinac,Bernd Leno,Calum Chambers,Lucas Torreira,Rob Holding,Matt Smith,Nacho Monreal,Successful,Unsuccessful,Unsuccessful Pass
Mesut Özil,0,0,1,0,0,0,1,0,0,0,0,4,1,0,9,0,11,0,0,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,7
Emile Smith Rowe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granit Xhaka,5,0,0,0,0,0,6,0,0,0,0,2,6,0,4,0,5,2,0,0,0,0,0,2,2,0,0,8,1,0,1,0,0,0,0,1,9
Tyreece John-Jules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinos Mavropanos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reiss Nelson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1
Sokratis Papastathopoulos,1,0,3,0,0,0,0,0,0,0,0,10,10,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
Zech Medley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano Martínez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shkodran Mustafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexandre Lacazette,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ainsley Maitland-Niles,6,0,3,0,0,1,3,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,15,3,0,0,0,1,0,1,0,0,0,0,0,12
David Luiz,5,0,4,0,0,0,11,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,7
Kieran Tierney,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dani Ceballos,8,0,7,0,0,0,2,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,3,7,0,0,8,0,0,0,0,0,0,0,0,5
Henrikh Mkhitaryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mattéo Guendouzi,8,0,4,0,0,0,6,0,0,0,0,9,3,0,5,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,5
Joe Willock,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
Cédric Soares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt Macey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Martinelli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bukayo Saka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pablo Marí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
