,initial_possession
Neal Maupay,13
Ezequiel Schelotto,0
Mathew Ryan,14
David Button,0
Alexis Mac Allister,0
Adam Webster,27
Solly March,12
Lewis Dunk,43
Alex Cochrane,0
Aaron Mooy,16
Jürgen Locadia,0
Aaron Connolly,5
Martín Montoya,0
Bernardo,21
Steven Alzate,42
Davy Pröpper,26
Leandro Trossard,7
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,8
Dan Burn,0
Alireza Jahanbakhsh,12
Shane Duffy,0
Florin Andone,0
Dale Stephens,30
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
