,initial_possession
Mesut Özil,21
Emile Smith Rowe,0
Granit Xhaka,0
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,12
Ainsley Maitland-Niles,0
David Luiz,18
Kieran Tierney,0
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,21
Joe Willock,5
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,6
Pierre-Emerick Aubameyang,11
Héctor Bellerín,22
Eddie Nketiah,0
Sead Kolasinac,23
Bernd Leno,27
Calum Chambers,25
Lucas Torreira,17
Rob Holding,19
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
