,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,3
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,5
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,7
Alexandre Lacazette,3
Ainsley Maitland-Niles,3
David Luiz,8
Kieran Tierney,17
Dani Ceballos,12
Henrikh Mkhitaryan,0
Mattéo Guendouzi,11
Joe Willock,15
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,15
Pablo Marí,6
Nicolas Pépé,0
Pierre-Emerick Aubameyang,15
Héctor Bellerín,18
Eddie Nketiah,13
Sead Kolasinac,0
Bernd Leno,25
Calum Chambers,0
Lucas Torreira,0
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
