,initial_possession
Adrián,19
Georginio Wijnaldum,17
Mohamed Salah,10
Adam Lallana,0
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,0
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,29
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,20
Joe Gomez,0
Curtis Jones,0
Joël Matip,28
Virgil van Dijk,40
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,18
Harvey Elliott,0
Sadio Mané,24
Divock Origi,6
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,15
Trent Alexander-Arnold,27
Alex Oxlade-Chamberlain,1
James Milner,3
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
