,initial_possession
Mesut Özil,10
Emile Smith Rowe,0
Granit Xhaka,21
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,19
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,33
David Luiz,0
Kieran Tierney,14
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,5
Joe Willock,0
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,18
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,18
Pierre-Emerick Aubameyang,13
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,23
Bernd Leno,18
Calum Chambers,26
Lucas Torreira,27
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
