,initial_possession
Neal Maupay,14
Ezequiel Schelotto,5
Mathew Ryan,19
David Button,0
Alexis Mac Allister,0
Adam Webster,22
Solly March,0
Lewis Dunk,24
Alex Cochrane,0
Aaron Mooy,0
Jürgen Locadia,0
Aaron Connolly,6
Martín Montoya,20
Bernardo,0
Steven Alzate,21
Davy Pröpper,25
Leandro Trossard,5
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,10
Dan Burn,39
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,30
Glenn Murray,6
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
