,initial_possession
Mesut Özil,12
Emile Smith Rowe,0
Granit Xhaka,0
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,16
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,20
Alexandre Lacazette,22
Ainsley Maitland-Niles,39
David Luiz,27
Kieran Tierney,0
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,19
Joe Willock,3
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,23
Pablo Marí,0
Nicolas Pépé,1
Pierre-Emerick Aubameyang,25
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,0
Bernd Leno,22
Calum Chambers,8
Lucas Torreira,25
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
