,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,22
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,6
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,11
Shkodran Mustafi,20
Alexandre Lacazette,13
Ainsley Maitland-Niles,0
David Luiz,21
Kieran Tierney,18
Dani Ceballos,26
Henrikh Mkhitaryan,0
Mattéo Guendouzi,0
Joe Willock,8
Cédric Soares,8
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,4
Pierre-Emerick Aubameyang,15
Héctor Bellerín,22
Eddie Nketiah,3
Sead Kolasinac,26
Bernd Leno,0
Calum Chambers,0
Lucas Torreira,0
Rob Holding,12
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
