,initial_possession
Neal Maupay,5
Ezequiel Schelotto,0
Mathew Ryan,12
David Button,0
Alexis Mac Allister,0
Adam Webster,0
Solly March,35
Lewis Dunk,32
Alex Cochrane,0
Aaron Mooy,2
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,34
Bernardo,0
Steven Alzate,0
Davy Pröpper,39
Leandro Trossard,11
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,23
Dan Burn,33
Alireza Jahanbakhsh,0
Shane Duffy,23
Florin Andone,4
Dale Stephens,27
Glenn Murray,16
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
