,initial_possession
Neal Maupay,8
Ezequiel Schelotto,0
Mathew Ryan,22
David Button,0
Alexis Mac Allister,0
Adam Webster,33
Solly March,0
Lewis Dunk,39
Alex Cochrane,0
Aaron Mooy,0
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,18
Bernardo,32
Steven Alzate,14
Davy Pröpper,19
Leandro Trossard,18
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,9
Dan Burn,0
Alireza Jahanbakhsh,10
Shane Duffy,35
Florin Andone,0
Dale Stephens,23
Glenn Murray,3
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
