,initial_possession
Neal Maupay,13
Ezequiel Schelotto,0
Mathew Ryan,15
David Button,0
Alexis Mac Allister,0
Adam Webster,35
Solly March,0
Lewis Dunk,15
Alex Cochrane,0
Aaron Mooy,16
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,43
Bernardo,0
Steven Alzate,1
Davy Pröpper,24
Leandro Trossard,19
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,14
Dan Burn,48
Alireza Jahanbakhsh,0
Shane Duffy,3
Florin Andone,0
Dale Stephens,0
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,29
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
