,initial_possession
Neal Maupay,2
Ezequiel Schelotto,25
Mathew Ryan,13
David Button,0
Alexis Mac Allister,0
Adam Webster,35
Solly March,0
Lewis Dunk,0
Alex Cochrane,0
Aaron Mooy,21
Jürgen Locadia,0
Aaron Connolly,4
Martín Montoya,0
Bernardo,36
Steven Alzate,22
Davy Pröpper,0
Leandro Trossard,4
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,19
Dan Burn,34
Alireza Jahanbakhsh,0
Shane Duffy,32
Florin Andone,0
Dale Stephens,31
Glenn Murray,0
Tariq Lamptey,0
Yves Bissouma,4
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
