,initial_possession
Neal Maupay,12
Ezequiel Schelotto,0
Mathew Ryan,12
David Button,0
Alexis Mac Allister,0
Adam Webster,41
Solly March,0
Lewis Dunk,42
Alex Cochrane,0
Aaron Mooy,23
Jürgen Locadia,0
Aaron Connolly,10
Martín Montoya,16
Bernardo,0
Steven Alzate,0
Davy Pröpper,19
Leandro Trossard,4
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,5
Dan Burn,36
Alireza Jahanbakhsh,0
Shane Duffy,0
Florin Andone,0
Dale Stephens,21
Glenn Murray,5
Tariq Lamptey,0
Yves Bissouma,15
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
