,initial_possession
Neal Maupay,8
Ezequiel Schelotto,29
Mathew Ryan,12
David Button,0
Alexis Mac Allister,0
Adam Webster,0
Solly March,37
Lewis Dunk,36
Alex Cochrane,0
Aaron Mooy,13
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,0
Bernardo,0
Steven Alzate,10
Davy Pröpper,30
Leandro Trossard,26
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,15
Dan Burn,14
Alireza Jahanbakhsh,4
Shane Duffy,36
Florin Andone,0
Dale Stephens,0
Glenn Murray,12
Tariq Lamptey,0
Yves Bissouma,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
