,initial_possession
Adrián,0
Georginio Wijnaldum,20
Mohamed Salah,11
Adam Lallana,0
Dejan Lovren,29
Rhian Brewster,0
Alisson Becker,30
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,25
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,29
Joe Gomez,1
Curtis Jones,0
Joël Matip,0
Virgil van Dijk,34
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,15
Harvey Elliott,0
Sadio Mané,23
Divock Origi,0
Naby Keïta,0
Nathaniel Phillips,0
Jordan Henderson,8
Trent Alexander-Arnold,41
Alex Oxlade-Chamberlain,4
James Milner,7
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
