,initial_possession
Neal Maupay,23
Ezequiel Schelotto,0
Mathew Ryan,12
David Button,0
Alexis Mac Allister,0
Adam Webster,38
Solly March,18
Lewis Dunk,30
Alex Cochrane,0
Aaron Mooy,18
Jürgen Locadia,0
Aaron Connolly,0
Martín Montoya,26
Bernardo,0
Steven Alzate,15
Davy Pröpper,30
Leandro Trossard,8
Tudor Baluta,0
Leon Balogun,0
Gaëtan Bong,0
Pascal Groß,0
Dan Burn,47
Alireza Jahanbakhsh,8
Shane Duffy,0
Florin Andone,0
Dale Stephens,0
Glenn Murray,1
Tariq Lamptey,0
Yves Bissouma,18
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
