,Adrián,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Rhian Brewster,Alisson Becker,Caoimhín Kelleher,Ki-Jana Hoever,Fabinho,Andy Lonergan,Takumi Minamino,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Xherdan Shaqiri,Neco Williams,Roberto Firmino,Harvey Elliott,Sadio Mané,Divock Origi,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,7,6,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
Georginio Wijnaldum,0,0,6,0,0,0,0,0,0,7,0,0,24,0,0,10,11,0,0,2,0,7,1,0,0,0,5,4,0,0,2,4
Mohamed Salah,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,1,1,0,0,5,0,1,1,0,0,0,14,6,1,1,2,11
Adam Lallana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,1,6,6,0,0,0,0,0,0,0,0,0,10,0,0,11,13,3,0,2,0,2,1,0,0,0,11,12,1,0,0,7
Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,1,22,3,0,0,0,0,0,0,12,0,0,0,0,0,6,23,0,0,6,0,15,4,0,0,0,2,6,8,0,1,18
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,9,5,0,0,0,0,0,0,2,0,0,2,0,0,0,27,1,0,0,0,5,0,0,0,0,35,6,2,0,1,13
Virgil van Dijk,3,14,2,0,0,0,0,0,0,8,0,0,33,0,0,31,0,5,0,4,0,2,0,0,0,0,3,5,8,0,3,5
Xherdan Shaqiri,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0
Neco Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,3,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,2,8
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,0,6,1,0,0,0,0,0,0,4,0,0,6,0,0,1,3,1,0,5,0,0,0,0,0,0,1,4,2,2,2,11
Divock Origi,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3
Naby Keïta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trent Alexander-Arnold,5,5,16,0,0,0,0,0,0,15,0,0,2,0,0,12,9,0,0,3,0,5,0,0,0,0,0,12,1,0,2,21
Alex Oxlade-Chamberlain,3,2,7,0,0,0,0,0,0,7,0,0,6,0,0,5,5,0,0,0,0,5,2,0,0,0,12,0,0,0,2,5
James Milner,2,0,1,0,0,0,0,0,0,2,0,0,7,0,0,2,9,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
