,Adrián,Georginio Wijnaldum,Mohamed Salah,Adam Lallana,Dejan Lovren,Rhian Brewster,Alisson Becker,Caoimhín Kelleher,Ki-Jana Hoever,Fabinho,Andy Lonergan,Takumi Minamino,Andy Robertson,Joe Gomez,Curtis Jones,Joël Matip,Virgil van Dijk,Xherdan Shaqiri,Neco Williams,Roberto Firmino,Harvey Elliott,Sadio Mané,Divock Origi,Naby Keïta,Nathaniel Phillips,Jordan Henderson,Trent Alexander-Arnold,Alex Oxlade-Chamberlain,James Milner,Successful,Unsuccessful,Unsuccessful Pass
Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georginio Wijnaldum,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,3,7,0,0,1,0,0,5,0,0,2,1,0,0,0,1,6
Mohamed Salah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Lallana,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,4
Dejan Lovren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alisson Becker,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,5,13,0,0,0,0,1,0,0,0,1,5,1,0,0,0,4
Caoimhín Kelleher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ki-Jana Hoever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabinho,0,3,0,1,0,0,1,0,0,0,0,0,4,0,0,6,9,0,0,7,0,3,3,5,0,2,9,6,0,0,0,12
Andy Lonergan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Takumi Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Robertson,0,6,0,1,0,0,3,0,0,11,0,0,0,0,0,1,14,0,0,5,0,6,14,2,0,0,2,11,0,0,0,19
Joe Gomez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curtis Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joël Matip,0,2,0,0,0,0,7,0,0,4,0,0,1,0,0,0,18,0,0,4,0,3,0,1,0,2,26,0,0,0,0,7
Virgil van Dijk,0,7,0,1,0,0,3,0,0,12,0,0,26,0,0,16,0,0,0,3,0,0,0,3,0,3,3,3,0,0,0,10
Xherdan Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neco Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Firmino,0,6,0,5,0,0,0,0,0,5,0,0,2,0,0,1,1,0,0,0,0,2,1,1,0,2,3,2,0,0,4,4
Harvey Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sadio Mané,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,5,0,0,0,1,0,4,3,2,0,0,0,3
Divock Origi,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,1,6
Naby Keïta,0,0,0,1,0,0,1,0,0,4,0,0,5,0,0,3,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,4
Nathaniel Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Henderson,0,1,0,0,0,0,3,0,0,2,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,14,0,0,0,0,9
Trent Alexander-Arnold,0,1,0,3,0,0,4,0,0,8,0,0,2,0,0,14,3,0,0,9,0,4,3,2,0,9,0,2,0,0,1,31
Alex Oxlade-Chamberlain,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,1,0,0,0,5,0,0,3,0,0,0,2,6
James Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Successful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unsuccessful Pass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
