,initial_possession
Mesut Özil,14
Emile Smith Rowe,0
Granit Xhaka,27
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,0
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,21
Alexandre Lacazette,2
Ainsley Maitland-Niles,0
David Luiz,17
Kieran Tierney,0
Dani Ceballos,31
Henrikh Mkhitaryan,0
Mattéo Guendouzi,0
Joe Willock,2
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,24
Pablo Marí,0
Nicolas Pépé,20
Pierre-Emerick Aubameyang,15
Héctor Bellerín,29
Eddie Nketiah,14
Sead Kolasinac,0
Bernd Leno,12
Calum Chambers,0
Lucas Torreira,4
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
