,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,24
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,29
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,5
Ainsley Maitland-Niles,0
David Luiz,24
Kieran Tierney,0
Dani Ceballos,6
Henrikh Mkhitaryan,0
Mattéo Guendouzi,24
Joe Willock,8
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,2
Bukayo Saka,17
Pablo Marí,0
Nicolas Pépé,24
Pierre-Emerick Aubameyang,12
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,30
Bernd Leno,15
Calum Chambers,54
Lucas Torreira,0
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
