,initial_possession
Mesut Özil,11
Emile Smith Rowe,0
Granit Xhaka,20
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,3
Sokratis Papastathopoulos,20
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,23
Ainsley Maitland-Niles,52
David Luiz,25
Kieran Tierney,0
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,13
Joe Willock,0
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,8
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,20
Pierre-Emerick Aubameyang,10
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,42
Bernd Leno,17
Calum Chambers,0
Lucas Torreira,24
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
