,initial_possession
Adrián,0
Georginio Wijnaldum,18
Mohamed Salah,0
Adam Lallana,4
Dejan Lovren,0
Rhian Brewster,0
Alisson Becker,15
Caoimhín Kelleher,0
Ki-Jana Hoever,0
Fabinho,26
Andy Lonergan,0
Takumi Minamino,0
Andy Robertson,36
Joe Gomez,0
Curtis Jones,0
Joël Matip,43
Virgil van Dijk,35
Xherdan Shaqiri,0
Neco Williams,0
Roberto Firmino,13
Harvey Elliott,0
Sadio Mané,18
Divock Origi,10
Naby Keïta,6
Nathaniel Phillips,0
Jordan Henderson,23
Trent Alexander-Arnold,33
Alex Oxlade-Chamberlain,9
James Milner,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
