,initial_possession
Mesut Özil,0
Emile Smith Rowe,0
Granit Xhaka,21
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,9
Sokratis Papastathopoulos,11
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,0
Ainsley Maitland-Niles,0
David Luiz,28
Kieran Tierney,0
Dani Ceballos,8
Henrikh Mkhitaryan,0
Mattéo Guendouzi,28
Joe Willock,5
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,0
Bukayo Saka,25
Pablo Marí,0
Nicolas Pépé,12
Pierre-Emerick Aubameyang,13
Héctor Bellerín,0
Eddie Nketiah,0
Sead Kolasinac,26
Bernd Leno,23
Calum Chambers,40
Lucas Torreira,11
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
