,initial_possession
Mesut Özil,17
Emile Smith Rowe,0
Granit Xhaka,0
Tyreece John-Jules,0
Konstantinos Mavropanos,0
Reiss Nelson,0
Sokratis Papastathopoulos,20
Zech Medley,0
Emiliano Martínez,0
Shkodran Mustafi,0
Alexandre Lacazette,25
Ainsley Maitland-Niles,0
David Luiz,30
Kieran Tierney,41
Dani Ceballos,0
Henrikh Mkhitaryan,0
Mattéo Guendouzi,36
Joe Willock,9
Cédric Soares,0
Matt Macey,0
Gabriel Martinelli,2
Bukayo Saka,0
Pablo Marí,0
Nicolas Pépé,17
Pierre-Emerick Aubameyang,13
Héctor Bellerín,28
Eddie Nketiah,0
Sead Kolasinac,0
Bernd Leno,20
Calum Chambers,11
Lucas Torreira,24
Rob Holding,0
Matt Smith,0
Nacho Monreal,0
Successful,0
Unsuccessful,0
Unsuccessful Pass,0
